,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
241,"['Reeve: any plans for winter break?', 'Winslow: you have any? i guess i just go home and stay down', 'Booker: italy. skiing. like every year', 'Dodson: i dont do much skiing at all', 'Booker: so what you gonna do?', 'Dodson: actually, we and trish think of going to the seaside', 'Winslow: Sea in winter? any exotic place?', 'Reeve: i guess Dominicana is top now', 'Dodson: we cant afford that.', 'Reeve: so?', 'Dodson: well just go somewhere near, book a hotel for 3/4 nites', 'Winslow: with spa and all that?', 'Dodson: yeah, whatever to make her happy', 'Booker: she still angryey about the party?', 'Dodson: slowly getting better', 'Reeve: surely carrabeans would make her happy all right', 'Dodson: yeah i wish. not in this century', 'Winslow: sea sounds good anyway', 'Booker: i prefer mountains anyway', 'Reeve: yeah & me & Slow still have no idea what to do']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Reeve has no plans for the winter break. Booker is going to ski in Italy. Dodson and Trish are thinking of going to the seaside somewhere near for 3/4 nights.
242,"['Reeve: any plans for winter break?', 'Winslow: you have any? i guess i just go home and stay down', 'Booker: italy. skiing. like every year', 'Dodson: i dont do much skiing at all', 'Booker: so what you gonna do?', 'Dodson: actually, we and trish think of going to the seaside', 'Winslow: Sea in winter? any exotic place?', 'Reeve: i guess Dominicana is top now', 'Dodson: we cant afford that.', 'Reeve: so?', 'Dodson: well just go somewhere near, book a hotel for 3/4 nites', 'Winslow: with spa and all that?', 'Dodson: yeah, whatever to make her happy', 'Booker: she still angryey about the party?', 'Dodson: slowly getting better', 'Reeve: surely carrabeans would make her happy all right', 'Dodson: yeah i wish. not in this century', 'Winslow: sea sounds good anyway', 'Booker: i prefer mountains anyway', 'Reeve: yeah & me & Slow still have no idea what to do']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Reeve has no plans for the winter break. Booker is going to ski in Italy. Dodson and Trish are thinking of going to the seaside somewhere near for 3/4 nights.
243,"['Reeve: any plans for winter break?', 'Winslow: you have any? i guess i just go home and stay down', 'Booker: italy. skiing. like every year', 'Dodson: i dont do much skiing at all', 'Booker: so what you gonna do?', 'Dodson: actually, we and trish think of going to the seaside', 'Winslow: Sea in winter? any exotic place?', 'Reeve: i guess Dominicana is top now', 'Dodson: we cant afford that.', 'Reeve: so?', 'Dodson: well just go somewhere near, book a hotel for 3/4 nites', 'Winslow: with spa and all that?', 'Dodson: yeah, whatever to make her happy', 'Booker: she still angryey about the party?', 'Dodson: slowly getting better', 'Reeve: surely carrabeans would make her happy all right', 'Dodson: yeah i wish. not in this century', 'Winslow: sea sounds good anyway', 'Booker: i prefer mountains anyway', 'Reeve: yeah & me & Slow still have no idea what to do']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Reeve has no plans for the winter break. Booker is going to ski in Italy. Dodson and Trish are thinking of going to the seaside somewhere near for 3/4 nights.
244,"['Reeve: any plans for winter break?', 'Winslow: you have any? i guess i just go home and stay down', 'Booker: italy. skiing. like every year', 'Dodson: i dont do much skiing at all', 'Booker: so what you gonna do?', 'Dodson: actually, we and trish think of going to the seaside', 'Winslow: Sea in winter? any exotic place?', 'Reeve: i guess Dominicana is top now', 'Dodson: we cant afford that.', 'Reeve: so?', 'Dodson: well just go somewhere near, book a hotel for 3/4 nites', 'Winslow: with spa and all that?', 'Dodson: yeah, whatever to make her happy', 'Booker: she still angryey about the party?', 'Dodson: slowly getting better', 'Reeve: surely carrabeans would make her happy all right', 'Dodson: yeah i wish. not in this century', 'Winslow: sea sounds good anyway', 'Booker: i prefer mountains anyway', 'Reeve: yeah & me & Slow still have no idea what to do']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Reeve has no plans for the winter break. Booker is going to ski in Italy. Dodson and Trish are thinking of going to the seaside somewhere near for 3/4 nights.
245,"['Scarlett: Hey Daisy, can you send me your RGS application?', 'Daisy: Oh sorry I totally forgot', ""Daisy: I'm sending it to you right now"", 'Scarlett: No worries, thanks!!', 'Daisy: Good luck with yours', 'Daisy: If you have any questions let me know', 'Scarlett: Thanks a lot Daisy!!']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Daisy is sending Scarlett her RGS application.
246,"['Scarlett: Hey Daisy, can you send me your RGS application?', 'Daisy: Oh sorry I totally forgot', ""Daisy: I'm sending it to you right now"", 'Scarlett: No worries, thanks!!', 'Daisy: Good luck with yours', 'Daisy: If you have any questions let me know', 'Scarlett: Thanks a lot Daisy!!']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Daisy is sending Scarlett her RGS application.
247,"['Scarlett: Hey Daisy, can you send me your RGS application?', 'Daisy: Oh sorry I totally forgot', ""Daisy: I'm sending it to you right now"", 'Scarlett: No worries, thanks!!', 'Daisy: Good luck with yours', 'Daisy: If you have any questions let me know', 'Scarlett: Thanks a lot Daisy!!']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Daisy is sending Scarlett her RGS application.
248,"['Scarlett: Hey Daisy, can you send me your RGS application?', 'Daisy: Oh sorry I totally forgot', ""Daisy: I'm sending it to you right now"", 'Scarlett: No worries, thanks!!', 'Daisy: Good luck with yours', 'Daisy: If you have any questions let me know', 'Scarlett: Thanks a lot Daisy!!']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Daisy is sending Scarlett her RGS application.
249,"['Scarlett: Hey Daisy, can you send me your RGS application?', 'Daisy: Oh sorry I totally forgot', ""Daisy: I'm sending it to you right now"", 'Scarlett: No worries, thanks!!', 'Daisy: Good luck with yours', 'Daisy: If you have any questions let me know', 'Scarlett: Thanks a lot Daisy!!']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Daisy is sending Scarlett her RGS application.
250,"['Amka: Have you ever been to Erasmus?', 'Amka: and how are you spending Halloween?', ""Mick: I've never done any student exchanges before."", 'Mick: That sounds like a lot of fun.', ""Mick: It's good you're doing a lot of this."", ""Mick: T'll make your CV 10x better."", ""Mick: Im'm gonna go to da club with my friends for Halloween loool"", ""Amka: I propably won't dress up."", 'Mick: There was a plan for me to go to London for Halloween', 'Mick: with my grandparents', 'Mick: But my grandma is having some health issues', ""Mick: and the plan does'nt exist anymore"", 'Amka: :(', ""Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>"", 'Amka: What are your plans now?', 'Amka: Just gonna stay in?', 'Mick: Yeah', 'Mick: nothing special <file_gif>', 'Amka: Fair enough I never used to do anything for Halloween.', ""Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on."", 'Mick: on November 1st we just go to the cementary with our families and after that spend time together.', 'Amka: I like it.']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
251,"['Amka: Have you ever been to Erasmus?', 'Amka: and how are you spending Halloween?', ""Mick: I've never done any student exchanges before."", 'Mick: That sounds like a lot of fun.', ""Mick: It's good you're doing a lot of this."", ""Mick: T'll make your CV 10x better."", ""Mick: Im'm gonna go to da club with my friends for Halloween loool"", ""Amka: I propably won't dress up."", 'Mick: There was a plan for me to go to London for Halloween', 'Mick: with my grandparents', 'Mick: But my grandma is having some health issues', ""Mick: and the plan does'nt exist anymore"", 'Amka: :(', ""Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>"", 'Amka: What are your plans now?', 'Amka: Just gonna stay in?', 'Mick: Yeah', 'Mick: nothing special <file_gif>', 'Amka: Fair enough I never used to do anything for Halloween.', ""Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on."", 'Mick: on November 1st we just go to the cementary with our families and after that spend time together.', 'Amka: I like it.']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
252,"['Amka: Have you ever been to Erasmus?', 'Amka: and how are you spending Halloween?', ""Mick: I've never done any student exchanges before."", 'Mick: That sounds like a lot of fun.', ""Mick: It's good you're doing a lot of this."", ""Mick: T'll make your CV 10x better."", ""Mick: Im'm gonna go to da club with my friends for Halloween loool"", ""Amka: I propably won't dress up."", 'Mick: There was a plan for me to go to London for Halloween', 'Mick: with my grandparents', 'Mick: But my grandma is having some health issues', ""Mick: and the plan does'nt exist anymore"", 'Amka: :(', ""Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>"", 'Amka: What are your plans now?', 'Amka: Just gonna stay in?', 'Mick: Yeah', 'Mick: nothing special <file_gif>', 'Amka: Fair enough I never used to do anything for Halloween.', ""Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on."", 'Mick: on November 1st we just go to the cementary with our families and after that spend time together.', 'Amka: I like it.']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
253,"['Amka: Have you ever been to Erasmus?', 'Amka: and how are you spending Halloween?', ""Mick: I've never done any student exchanges before."", 'Mick: That sounds like a lot of fun.', ""Mick: It's good you're doing a lot of this."", ""Mick: T'll make your CV 10x better."", ""Mick: Im'm gonna go to da club with my friends for Halloween loool"", ""Amka: I propably won't dress up."", 'Mick: There was a plan for me to go to London for Halloween', 'Mick: with my grandparents', 'Mick: But my grandma is having some health issues', ""Mick: and the plan does'nt exist anymore"", 'Amka: :(', ""Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>"", 'Amka: What are your plans now?', 'Amka: Just gonna stay in?', 'Mick: Yeah', 'Mick: nothing special <file_gif>', 'Amka: Fair enough I never used to do anything for Halloween.', ""Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on."", 'Mick: on November 1st we just go to the cementary with our families and after that spend time together.', 'Amka: I like it.']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
254,"['Amka: Have you ever been to Erasmus?', 'Amka: and how are you spending Halloween?', ""Mick: I've never done any student exchanges before."", 'Mick: That sounds like a lot of fun.', ""Mick: It's good you're doing a lot of this."", ""Mick: T'll make your CV 10x better."", ""Mick: Im'm gonna go to da club with my friends for Halloween loool"", ""Amka: I propably won't dress up."", 'Mick: There was a plan for me to go to London for Halloween', 'Mick: with my grandparents', 'Mick: But my grandma is having some health issues', ""Mick: and the plan does'nt exist anymore"", 'Amka: :(', ""Amka: Aaahhh, I'm sorry to hear that. I hope she's feeling better  <file_gif>"", 'Amka: What are your plans now?', 'Amka: Just gonna stay in?', 'Mick: Yeah', 'Mick: nothing special <file_gif>', 'Amka: Fair enough I never used to do anything for Halloween.', ""Mick: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on."", 'Mick: on November 1st we just go to the cementary with our families and after that spend time together.', 'Amka: I like it.']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland."
255,"[""Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>"", 'Elle: Oh, thanks!', 'Florence: Looks great!', ""Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)"", ""Elle: I'll look into it :)"", 'Florence: Thx']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Patricia is recommending a fair-trade brand to Elle and Florence.
256,"[""Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>"", 'Elle: Oh, thanks!', 'Florence: Looks great!', ""Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)"", ""Elle: I'll look into it :)"", 'Florence: Thx']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Patricia is recommending a fair-trade brand to Elle and Florence.
257,"[""Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>"", 'Elle: Oh, thanks!', 'Florence: Looks great!', ""Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)"", ""Elle: I'll look into it :)"", 'Florence: Thx']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Patricia is recommending a fair-trade brand to Elle and Florence.
258,"[""Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>"", 'Elle: Oh, thanks!', 'Florence: Looks great!', ""Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)"", ""Elle: I'll look into it :)"", 'Florence: Thx']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Patricia is recommending a fair-trade brand to Elle and Florence.
259,"[""Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>"", 'Elle: Oh, thanks!', 'Florence: Looks great!', ""Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)"", ""Elle: I'll look into it :)"", 'Florence: Thx']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Patricia is recommending a fair-trade brand to Elle and Florence.
260,"['Henry: Do you know what happened to cafe Kohaku?', 'Julia: The one near Covent Garden?', ""Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared."", ""Julia: I'm afraid they're closed :("", 'Henry: For good?!', ""Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty"", 'Julia: Probably the rent was too high.', 'Henry: Oh no, I loved that place', ""Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else"", 'Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district', ""Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same"", ""Henry: Eh, that's a pity then, I was so looking forward to their brownie"", ""Henry: How was the Lilly's?"", ""Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same"", ""Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us""]",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
261,"['Henry: Do you know what happened to cafe Kohaku?', 'Julia: The one near Covent Garden?', ""Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared."", ""Julia: I'm afraid they're closed :("", 'Henry: For good?!', ""Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty"", 'Julia: Probably the rent was too high.', 'Henry: Oh no, I loved that place', ""Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else"", 'Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district', ""Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same"", ""Henry: Eh, that's a pity then, I was so looking forward to their brownie"", ""Henry: How was the Lilly's?"", ""Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same"", ""Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us""]",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
262,"['Henry: Do you know what happened to cafe Kohaku?', 'Julia: The one near Covent Garden?', ""Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared."", ""Julia: I'm afraid they're closed :("", 'Henry: For good?!', ""Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty"", 'Julia: Probably the rent was too high.', 'Henry: Oh no, I loved that place', ""Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else"", 'Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district', ""Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same"", ""Henry: Eh, that's a pity then, I was so looking forward to their brownie"", ""Henry: How was the Lilly's?"", ""Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same"", ""Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us""]",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
263,"['Henry: Do you know what happened to cafe Kohaku?', 'Julia: The one near Covent Garden?', ""Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared."", ""Julia: I'm afraid they're closed :("", 'Henry: For good?!', ""Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty"", 'Julia: Probably the rent was too high.', 'Henry: Oh no, I loved that place', ""Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else"", 'Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district', ""Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same"", ""Henry: Eh, that's a pity then, I was so looking forward to their brownie"", ""Henry: How was the Lilly's?"", ""Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same"", ""Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us""]",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
264,"['Henry: Do you know what happened to cafe Kohaku?', 'Julia: The one near Covent Garden?', ""Henry: Yeah. I wanted to reserve a table, but I can't find them anywhere. Their Facebook page disappeared."", ""Julia: I'm afraid they're closed :("", 'Henry: For good?!', ""Julia: Afraid so. I've been there last week and wanted to take my cousin there, but the place's empty"", 'Julia: Probably the rent was too high.', 'Henry: Oh no, I loved that place', ""Julia: Me too. I checked online for the owners and contacted them, but they haven't replied yet. I hope they will reopen somewhere else"", 'Henry: Unless they do it far away, the location was perfect. It was a real gem in this touristy district', ""Julia: I know, I know... We went the Lilly's in the end, my cousin and I, but it's not the same"", ""Henry: Eh, that's a pity then, I was so looking forward to their brownie"", ""Henry: How was the Lilly's?"", ""Julia: It's all right, it's a different vibe though. I think you should go to the Japan Centre for the same"", ""Henry: Uhm, don't think so. It's always awfully crowded and there are more tourists than normal people like us""]",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe."
265,"['Kim: What kind of gift would you like to get?', ""Kim: Mom's asking."", 'Harry: Haha. No need for a gift for me :D', 'Harry: But you can tell your mom I just bought a new sofa and I need pillows.', 'Harry: If she asks for the colour, tell her that grey is the best :D', 'Kim: Sure! Thanks for info :)']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
266,"['Kim: What kind of gift would you like to get?', ""Kim: Mom's asking."", 'Harry: Haha. No need for a gift for me :D', 'Harry: But you can tell your mom I just bought a new sofa and I need pillows.', 'Harry: If she asks for the colour, tell her that grey is the best :D', 'Kim: Sure! Thanks for info :)']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
267,"['Kim: What kind of gift would you like to get?', ""Kim: Mom's asking."", 'Harry: Haha. No need for a gift for me :D', 'Harry: But you can tell your mom I just bought a new sofa and I need pillows.', 'Harry: If she asks for the colour, tell her that grey is the best :D', 'Kim: Sure! Thanks for info :)']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
268,"['Kim: What kind of gift would you like to get?', ""Kim: Mom's asking."", 'Harry: Haha. No need for a gift for me :D', 'Harry: But you can tell your mom I just bought a new sofa and I need pillows.', 'Harry: If she asks for the colour, tell her that grey is the best :D', 'Kim: Sure! Thanks for info :)']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
269,"['Kim: What kind of gift would you like to get?', ""Kim: Mom's asking."", 'Harry: Haha. No need for a gift for me :D', 'Harry: But you can tell your mom I just bought a new sofa and I need pillows.', 'Harry: If she asks for the colour, tell her that grey is the best :D', 'Kim: Sure! Thanks for info :)']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows."
270,"['Ryan: Merry Christmas everybody!', 'Nick: Merry Xmas!', 'Chris: Merry Xmas to you!', 'Chris: Where are you btw?', 'Ryan: visiting family in Manchester', 'Ryan: white a disaster hahhaha', 'Chris: We stayed home with Ann, first time on our own!', ""Chris: and I've liked it so far very much""]",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
271,"['Ryan: Merry Christmas everybody!', 'Nick: Merry Xmas!', 'Chris: Merry Xmas to you!', 'Chris: Where are you btw?', 'Ryan: visiting family in Manchester', 'Ryan: white a disaster hahhaha', 'Chris: We stayed home with Ann, first time on our own!', ""Chris: and I've liked it so far very much""]",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
272,"['Ryan: Merry Christmas everybody!', 'Nick: Merry Xmas!', 'Chris: Merry Xmas to you!', 'Chris: Where are you btw?', 'Ryan: visiting family in Manchester', 'Ryan: white a disaster hahhaha', 'Chris: We stayed home with Ann, first time on our own!', ""Chris: and I've liked it so far very much""]",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
